V_1,V_2,V_3,V_4
240,3000,1860.81385045328,3.3
240,3050,1858.54179446982,3.3
240,3100,1858.54179446982,3.3
240,3150,1858.54179446982,3.3
240,3200,1858.54179446982,3.3
240,3250,1856.26973848636,3.3
240,3300,1856.26973848636,3.3
240,3350,1856.26973848636,3.3
240,3400,1853.9976825029,3.3
240,3450,1853.9976825029,3.3
240,3500,1853.9976825029,3.3
240,3550,1853.9976825029,3.3
240,3600,1851.72562651944,3.3
240,3650,1851.72562651944,3.3
240,3700,1851.72562651944,3.3
240,3750,1851.72562651944,3.3
240,3800,1849.45357053598,3.3
240,3850,1849.45357053598,3.3
240,3900,1849.45357053598,3.3
240,3950,1849.45357053598,3.3
240,4000,1847.18151455252,3.3
240,4050,1847.18151455252,3.3
240,4100,1847.18151455252,3.3
240,4150,1847.18151455252,3.3
240,4200,1844.90945856906,3.3
240,4250,1844.90945856906,3.3
240,4300,1844.90945856906,3.3
240,4350,1844.90945856906,3.3
240,4400,1842.6374025856,3.3
240,4450,1842.6374025856,3.3
240,4500,1842.6374025856,3.3
240,4550,1842.6374025856,3.3
240,4600,1842.6374025856,3.3
240,4650,1840.36534660214,3.3
240,4700,1840.36534660214,3.3
240,4750,1840.36534660214,3.3
240,4800,1840.36534660214,3.3
240,4850,1838.09329061868,3.3
240,4900,1838.09329061868,3.3
240,4950,1838.09329061868,3.3
240,5000,1838.09329061868,3.3
240,5050,1835.82123463522,3.3
240,5100,1835.82123463522,3.3
240,5150,1835.82123463522,3.3
240,5200,1835.82123463522,3.3
240,5250,1833.54917865176,3.3
240,5300,1833.54917865176,3.3
240,5350,1833.54917865176,3.3
240,5400,1833.54917865176,3.3
240,5450,1833.54917865176,3.3
240,5500,1831.2771226683,3.3
240,5550,1831.2771226683,3.3
240,5600,1831.2771226683,3.3
240,5650,1831.2771226683,3.3
240,5700,1829.00506668484,3.3
240,5750,1829.00506668484,3.3
240,5800,1829.00506668484,3.3
240,5850,1829.00506668484,3.3
240,5900,1829.00506668484,3.3
240,5950,1826.73301070138,3.3
240,6000,1826.73301070138,3.3
240,6050,1826.73301070138,3.3
240,6100,1826.73301070138,3.3
240,6150,1824.46095471792,3.3
240,6200,1824.46095471792,3.3
240,6250,1824.46095471792,3.3
240,6300,1824.46095471792,3.3
240,6350,1824.46095471792,3.3
240,6400,1822.18889873446,3.3
240,6450,1822.18889873446,3.3
240,6500,1822.18889873446,3.3
240,6550,1822.18889873446,3.3
240,6600,1819.91684275101,3.3
240,6650,1819.91684275101,3.3
240,6700,1819.91684275101,3.3
